Date,AUD,CAD,FRF,DEM,ITL,NZD,SEK,GBP,JPY,USD,NOK
1988-10-26,14.01,10.27,,,,,10.6,11.63,,7.41,12.7
1988-10-27,13.98,,,,,,10.6,11.63,,7.38,12.7
1988-10-28,13.95,,,,,,10.6,11.63,,7.37,12.7
1988-10-31,13.93,,7.9,4.26,11.4,13.69,10.6,11.63,4.58,7.36,12.7
1988-11-01,13.93,,,,,,10.6,11.66,,7.34,12.7
1988-11-02,13.97,10.39,,,,,10.6,11.63,,7.37,12.7
1988-11-03,13.95,,,,,,10.63,11.63,,7.4,12.7
1988-11-04,13.95,,,,,,10.61,11.66,,7.45,12.7
1988-11-07,14,,,,,,10.75,11.63,,7.48,12.7
1988-11-08,14.08,,,,,,10.75,11.63,,7.59,12.7
1988-11-09,14.68,10.61,,,,,10.85,11.63,,7.57,12.7
1988-11-10,14.6,,,,,,10.83,11.64,,7.64,12.7
1988-11-11,14.63,,,,,,10.8,11.63,,,12.7
1988-11-14,14.63,,,,,,10.73,11.63,,7.78,12.7
1988-11-15,14.6,,,,,,10.69,11.66,,7.95,12.82
1988-11-16,14.86,10.63,,,,,10.69,11.63,,7.94,12.82
1988-11-17,14.85,,,,,,10.69,11.63,,7.92,12.82
1988-11-18,14.85,,,,,,10.69,11.63,,7.94,12.82
1988-11-21,14.9,,,,,,10.67,11.66,,7.99,12.82
1988-11-22,14.88,,,,,,10.68,11.66,,8,12.82
1988-11-23,14.95,10.57,,,,,10.71,11.66,,8.01,12.82
1988-11-24,14.88,,,,,,10.71,11.66,,,12.82
1988-11-25,14.9,,,,,,10.73,11.69,,8.03,12.8
1988-11-28,14.9,,,,,,10.7,12.59,,7.98,12.8
1988-11-29,14.88,,,,,,10.69,12.56,,7.99,12.95
1988-11-30,14.67,10.68,8.05,4.2,11.79,13.69,10.65,12.59,4.46,7.83,12.95
1988-12-01,14.73,,,,,,10.5,12.59,,7.85,12.95
1988-12-02,14.73,,,,,,10.49,12.63,,8.07,12.85
1988-12-05,14.7,,,,,,10.46,12.63,,8.01,12.65
1988-12-06,14.73,,,,,,10.45,12.63,,7.95,12.65
1988-12-07,14.81,10.87,,,,,10.45,12.63,,7.99,12.6
1988-12-08,14.75,,,,,,10.45,12.63,,7.98,12.55
1988-12-09,14.75,,,,,,10.47,12.63,,7.88,12.5
1988-12-12,14.78,,,,,,10.47,12.63,,7.9,12.5
1988-12-13,14.78,,,,,,10.47,12.63,,8.1,12.5
1988-12-14,14.82,10.94,,,,,10.55,12.63,,8.12,12.5
1988-12-15,14.8,,,,,,10.54,12.63,,8.19,12.5
1988-12-16,14.9,,,,,,10.54,12.63,,8.16,12.55
1988-12-19,14.93,,,,,,10.52,12.59,,8.19,12.55
1988-12-20,14.95,,,,,,10.52,12.59,,8.18,12.55
1988-12-21,14.96,10.86,,,,,10.52,12.59,,8.1,12.55
1988-12-22,14.93,,,,,,10.52,12.59,,8.05,12.55
1988-12-23,14.9,,,,,,10.52,12.53,,8.05,12.55
1988-12-26,,,,,,,,12.53,,,12.55
1988-12-27,,,,,,,10.52,12.53,,8.15,12.55
1988-12-28,14.97,10.92,,,,,10.52,12.59,,8.26,12.55
1988-12-29,14.95,,,,,,10.35,12.59,,8.13,12.55
1988-12-30,14.98,,,,,,10.35,12.61,,8.1,12.55
1988-12-31,,,8.27,4.2,12.08,14.2,,,4.58,,
1989-01-02,,,,,,,10.5,12.61,,,12.55
1989-01-03,15,,8.38,,,,10.5,12.61,,8.14,12.55
1989-01-04,15.16,10.92,,,,,10.45,12.58,,8.25,12.55
1989-01-05,15.13,,8.39,,,,10.44,12.63,,8.27,12.55
1989-01-06,15.13,,8.41,,,,,12.61,,8.29,12.55
1989-01-09,15.18,,8.41,,,,10.44,12.59,,8.28,12.55
1989-01-10,15.15,,,,,,10.44,12.59,,8.3,12.55
1989-01-11,15.12,11.08,,,,,10.4,12.59,,8.24,12.05
1989-01-12,15.05,,8.35,,,,10.4,12.58,,8.26,12.05
1989-01-13,15.1,,,,,,10.35,12.59,,8.21,12.05
1989-01-16,15.2,,,,,,10.4,12.58,,,12.05
1989-01-17,15.2,,,,,,10.4,12.31,,8.24,12.05
1989-01-18,15.33,11.19,,,,,10.42,12.31,,8.26,12.05
1989-01-19,15.38,,,,,,10.44,12.38,,8.23,12.05
1989-01-20,15.3,,8.66,,,,10.45,12.38,,8.24,12.05
1989-01-23,15.28,,8.63,,,,10.45,12.38,,8.27,12.05
1989-01-24,15.3,,,,,,10.45,12.38,,8.21,12.05
1989-01-25,15.27,11.2,,,,,10.48,12.34,,8.29,12.05
1989-01-26,15.2,,8.79,,,,10.48,12.45,,8.34,12.05
1989-01-27,15.23,,8.78,,,,10.37,12.25,,8.33,12.05
1989-01-30,15.23,,,,,,10.38,12.25,,8.28,11.95
1989-01-31,15.65,,,4.42,11.83,12.92,10.38,12.25,4.39,8.39,11.95
1989-02-01,15.56,11.2,,,,,10.42,12.25,,8.37,11.8
1989-02-02,15.55,,8.93,,,,10.42,12.41,,8.38,11.65
1989-02-03,15.53,,8.93,,,,10.42,12.47,,8.48,11.65
1989-02-06,15.7,,9.15,,,,10.45,12.31,,8.53,11.65
1989-02-07,15.6,,9.15,,,,10.43,12.38,,8.53,11.65
1989-02-08,15.59,11.32,,,,,10.39,12.31,,8.53,11.65
1989-02-09,15.6,,8.96,,,,10.35,12.31,,8.48,11.65
1989-02-10,15.6,,,,,,10.34,12.44,,8.55,11.65
1989-02-13,15.68,,,,,,10.4,12.38,,8.55,11.65
1989-02-14,15.65,,,,,,10.4,12.52,,8.56,11.15
1989-02-15,15.87,11.45,,,,,10.47,12.44,,8.49,11.15
1989-02-16,16.3,,,,,,10.47,12.44,,8.5,11.15
1989-02-17,16.28,,9.35,,,,10.5,12.47,,8.48,11.15
1989-02-20,16.2,,9.36,,,,10.58,12.45,,,11.15
1989-02-21,16.2,,,,,,10.6,12.47,,8.47,11.4
1989-02-22,16.27,11.5,,,,,10.9,12.42,,8.53,11.4
1989-02-23,16.2,,9.45,,,,11,12.56,,8.61,11.4
1989-02-24,16.15,,9.47,,,,11,12.47,,8.65,11.4
1989-02-27,16.15,,,,,,11.3,12.56,,8.68,11.4
1989-02-28,16.15,,9.52,5.49,11.87,13.63,11.25,12.63,4.39,8.71,11.4
1989-03-01,15.98,11.77,,,,,11.35,12.67,,8.66,11.4
1989-03-02,16,,,,,,11.36,12.66,,8.66,11.4
1989-03-03,15.9,,9.47,,,,11.36,12.44,,8.63,11.4
1989-03-06,15.95,,9.77,,,,11.36,12.38,,8.57,11.4
1989-03-07,15.95,,,,,,11.32,12.38,,8.62,11.4
1989-03-08,15.83,11.84,,,,,11.35,12.25,,8.61,11.4
1989-03-09,15.85,,9.27,,,,11.4,12.38,,8.66,11.4
1989-03-10,15.9,,,,,,11.43,12.38,,8.74,11.4
1989-03-13,16,,,,,,11.46,12.38,,8.76,11.4
1989-03-14,16.03,,,,,,11.42,12.5,,8.7,11.4
1989-03-15,16.08,11.83,,,,,11.39,12.31,,8.67,11.4
1989-03-16,16.1,,,,,,11.45,12.5,,8.7,11.4
1989-03-17,16.08,,9.04,,,,11.46,12.53,,8.85,11.4
1989-03-20,16.03,,9.1,,,,11.6,12.63,,8.99,11.4
1989-03-21,16,,,,,,11.8,12.59,,9.09,11.4
1989-03-22,15.85,12.13,,,,,11.72,12.5,,9.01,11.4
1989-03-23,15.88,,9.06,,,,11.7,12.59,,9.04,11.4
1989-03-24,,,8.91,,,,,12.59,,,11.4
1989-03-27,,,,,,,,12.59,,9.1,11.4
1989-03-28,15.8,,,,,,11.7,12.52,,9.07,11.4
1989-03-29,15.64,12.07,,,,,11.6,12.58,,8.96,11.4
1989-03-30,15.63,,8.76,,,,11.6,12.42,,8.95,11.4
1989-03-31,15.65,,8.78,6,13.55,13.32,11.48,12.53,4.4,8.9,11.4
1989-04-03,15.5,,8.78,,,,11.6,12.61,,8.82,11.4
1989-04-04,15.58,,,,,,11.6,12.59,,8.81,11.4
1989-04-05,15.55,12.14,,,,,11.55,12.59,,8.82,11.4
1989-04-06,15.58,,8.73,,,,11.55,12.59,,8.84,11.4
1989-04-07,15.7,,8.78,,,,11.55,12.61,,8.8,11.4
1989-04-10,15.7,,,,,,11.55,12.81,,8.73,11.4
1989-04-11,15.85,,,,,,11.54,12.72,,8.68,11.4
1989-04-12,15.88,12.2,,,,,11.54,12.78,,8.66,11.4
1989-04-13,15.87,,,,,,11.54,12.75,,8.77,11.4
1989-04-14,15.93,,8.77,,,,11.54,12.84,,8.61,11.4
1989-04-17,15.88,,8.67,,,,11.54,12.59,,8.61,11.4
1989-04-18,15.9,,,,,,11.54,12.47,,8.43,11.4
1989-04-19,16.07,12.28,8.62,,,,11.55,12.47,,8.43,11.4
1989-04-20,16.05,,8.58,,,,11.52,12.53,,8.64,11.4
1989-04-21,15.93,,8.94,,,,11.6,13.03,,8.64,11.35
1989-04-24,16.05,,,,,,11.66,12.66,,8.67,11.35
1989-04-25,,,8.92,,,,11.65,12.69,,8.63,11.35
1989-04-26,16.17,12.38,,,,,11.59,12.56,,8.53,11.35
1989-04-27,16.18,,,,,,11.59,12.42,,8.41,11.35
1989-04-28,16.23,,8.79,,,,11.59,12.47,,8.41,11.35
1989-04-30,,,,6,12.67,13.44,,,4.41,,
1989-05-01,16.2,,,,,,,12.47,,8.62,11.35
1989-05-02,16.23,,,,,,11.66,12.44,,8.58,11.35
1989-05-03,16.37,12.32,8.75,,,,11.65,12.41,,8.53,11.35
1989-05-04,16.48,,,,,,,12.42,,8.53,11.35
1989-05-05,16.35,,8.73,,,,11.65,12.44,,8.43,11.35
1989-05-08,16.65,,,,,,11.67,12.33,,8.49,11.3
1989-05-09,16.63,,,,,,11.61,12.34,,8.5,10.9
1989-05-10,16.82,12.34,,,,,11.62,12.47,,8.52,10.9
1989-05-11,16.85,,,,,,11.65,12.42,,8.42,10.9
1989-05-12,16.85,,8.72,,,,11.64,12.34,,8.21,10.9
1989-05-15,16.85,,,,,,,12.34,,8.24,10.9
1989-05-16,16.85,,8.81,,,,11.57,12.38,,8.23,10.9
1989-05-17,17.17,12.11,,,,,11.59,12.39,,8.28,10.9
1989-05-18,17.15,,8.92,,,,11.6,12.47,,8.38,10.9
1989-05-19,17.13,,8.85,,,,11.57,12.5,,8.35,10.9
1989-05-22,17.1,,,,,,11.53,12.59,,8.32,10.9
1989-05-23,17.18,,,,,,11.55,12.69,,8.28,10.9
1989-05-24,17.49,12.17,,,,,11.55,13.31,,8.37,10.9
1989-05-25,17.55,,,,,,11.63,13.38,,8.54,10.9
1989-05-26,17.55,,9,,,,11.67,13.31,,8.52,10.9
1989-05-29,17.58,,9.12,,,,11.63,13.31,,,10.9
1989-05-30,17.48,,,,,,11.61,13.44,,8.58,10.9
1989-05-31,17.3,12.21,,6.18,12.18,13.45,11.6,13.75,4.8,8.61,10.93
1989-06-01,17.28,,9.07,,,,11.62,13.72,,8.61,10.93
1989-06-02,17.2,,8.96,,,,11.6,13.55,,8.36,10.93
1989-06-05,17.15,,8.84,,,,11.52,13.55,,8.26,10.93
1989-06-06,17,,8.9,,,,11.55,13.61,,8.16,10.93
1989-06-07,17.21,12.14,8.96,,,,11.54,13.5,,8.14,10.93
1989-06-08,17.15,,8.96,,,,11.51,13.5,,8.12,10.93
1989-06-09,17.2,,8.98,,,,11.51,13.53,,8.22,10.93
1989-06-12,,,9.01,,,,11.52,13.66,,8.19,10.93
1989-06-13,17.23,,9,,,,11.49,14.09,,8.16,10.93
1989-06-14,17.27,12.12,8.98,,,,11.53,13.91,,8.12,10.93
1989-06-15,17.28,,9,,,,11.57,13.91,,8.09,10.93
1989-06-16,17.33,,9,,,,11.62,13.91,,8.14,10.93
1989-06-19,17.4,,9.03,,,,11.63,13.56,,8.15,10.93
1989-06-20,17.45,,9.01,,,,11.65,13.56,,8.15,10.93
1989-06-21,17.45,12.13,8.98,,,,11.68,13.56,,8.13,10.93
1989-06-22,17.38,,9.03,,,,11.69,13.56,,8.15,10.65
1989-06-23,17.35,,9.03,,,,,13.63,,8.05,10.65
1989-06-26,17.2,,9.03,,,,11.67,13.66,,8.1,10.65
1989-06-27,17.25,,9.04,,,,11.68,13.41,,8.05,10.7
1989-06-28,17.17,12.11,9.06,,,,11.69,13.28,,8.04,10.7
1989-06-29,17.2,,9.15,,,,11.71,13.45,,7.95,10.7
1989-06-30,17.15,,9.29,6.5,10.8,13.56,11.76,13.59,4.8,7.99,10.7
1989-07-03,17.05,,9.33,,,,11.75,13.5,,7.97,10.7
1989-07-04,17,,9.35,,,,11.75,13.47,,,10.7
1989-07-05,16.89,12.1,9.36,,,,11.71,13.44,,7.78,10.7
1989-07-06,16.93,,9.28,,,,11.71,13.42,,7.77,10.7
1989-07-07,16.95,,9.28,,,,11.7,13.47,,7.73,10.7
1989-07-10,16.88,,9.21,,,,11.71,13.42,,7.75,10.7
1989-07-11,16.85,,9.22,,,,11.72,13.38,,7.76,10.7
1989-07-12,16.83,12.03,9.21,,,,11.66,13.38,,7.73,10.7
1989-07-13,16.8,,9.23,,,,11.66,13.34,,7.77,10.7
1989-07-14,16.85,,9.23,,,,11.66,13.31,,7.84,10.7
1989-07-17,16.85,,9.23,,,,11.68,13.28,,7.92,10.7
1989-07-18,16.83,,9.21,,,,11.72,13.28,,7.91,10.7
1989-07-19,17,12.09,9.17,,,,11.75,13.36,,7.93,10.7
1989-07-20,16.9,,9.15,,,,11.83,13.38,,7.97,10.7
1989-07-21,16.95,,9.11,,,,11.82,13.34,,8.12,10.7
1989-07-24,16.93,,9.11,,,,11.83,13.38,,8.1,10.7
1989-07-25,16.98,,9.11,,,,11.83,13.38,,8.03,10.7
1989-07-26,16.76,12.12,9.1,,,,11.87,13.38,,8.02,10.7
1989-07-27,16.7,,9.05,,,,11.78,13.31,,7.9,10.7
1989-07-28,16.75,,9.01,,,,11.84,13.31,,7.86,10.62
1989-07-31,16.73,,8.96,6.49,12.63,13.35,11.87,13.33,4.8,7.8,10.6
1989-08-01,16.55,,8.95,,,,11.8,13.34,,7.63,10.6
1989-08-02,16.61,12.12,9.02,,,,11.75,13.33,,7.63,10.6
1989-08-03,16.65,,9.05,,,,11.77,13.34,,7.64,10.58
1989-08-04,16.68,,9.12,,,,11.79,13.33,,7.87,10.58
1989-08-07,16.63,,9.14,,,,11.81,13.34,,7.95,10.58
1989-08-08,16.53,,9.14,,,,11.9,13.3,,7.94,10.58
1989-08-09,16.32,12.17,9.12,,,,11.87,13.3,,7.91,10.58
1989-08-10,16.28,,9.11,,,,11.87,13.28,,7.86,10.58
1989-08-11,16.4,,9.11,,,,11.79,13.33,,7.96,10.58
1989-08-14,16.45,,9.11,,,,11.81,13.3,,8.06,10.58
1989-08-15,16.48,,9.11,,,,11.8,13.31,,8.03,10.58
1989-08-16,16.34,12.12,9.04,,,,11.81,13.3,,7.94,10.58
1989-08-17,16.4,,9.04,,,,11.83,13.28,,7.88,10.61
1989-08-18,16.53,,9.07,,,,11.84,13.3,,7.86,10.61
1989-08-21,16.53,,9.08,,,,11.85,13.3,,7.92,10.61
1989-08-22,16.45,,9.15,,,,11.87,13.33,,8.05,10.61
1989-08-23,16.74,12.16,9.16,,,,11.87,13.34,,8,10.61
1989-08-24,16.75,,9.17,,,,11.86,13.36,,7.96,10.61
1989-08-25,16.83,,9.15,,,,11.85,13.36,,7.96,10.61
1989-08-28,16.98,,9.11,,,,11.8,13.36,,7.98,10.61
1989-08-29,16.93,,9.23,,,,11.7,13.38,,7.9,10.61
1989-08-30,16.97,12.18,9.17,,,,11.66,13.39,,7.87,10.61
1989-08-31,16.88,,9.12,6.41,12.96,12.99,11.65,13.38,4.97,7.89,10.61
1989-09-01,16.88,,9.14,,,,11.62,13.47,,7.86,10.61
1989-09-04,16.88,,9.19,,,,11.6,13.53,,,10.61
1989-09-05,16.88,,9.24,,,,11.61,13.53,,7.88,10.61
1989-09-06,16.94,12.12,9.26,,,,11.6,13.56,,7.82,10.61
1989-09-07,16.93,,9.27,,,,11.61,13.53,,7.8,10.61
1989-09-08,17,,9.24,,,,11.61,13.5,,7.78,10.61
1989-09-11,17.05,,9.25,,,,11.61,13.47,,7.69,10.61
1989-09-12,17,,9.26,,,,11.61,13.47,,7.62,10.61
1989-09-13,16.98,12.26,9.28,,,,11.65,13.41,,7.59,10.61
1989-09-14,17,,9.29,,,,11.65,13.41,,7.58,10.61
1989-09-15,17.05,,9.27,,,,11.64,13.42,,7.53,10.61
1989-09-18,17.18,,9.31,,,,11.68,13.47,,7.61,10.61
1989-09-19,17.25,,9.33,,,,11.65,13.75,,7.66,10.51
1989-09-20,17.42,12.18,9.29,,,,11.65,13.81,,7.81,10.51
1989-09-21,17.43,,9.31,,,,11.65,13.5,,7.83,10.51
1989-09-22,17.58,,9.34,,,,11.65,13.47,,7.76,10.51
1989-09-25,17.53,,9.42,,,,11.68,13.47,,7.82,10.51
1989-09-26,17.45,,9.5,,,,11.68,13.56,,7.76,10.51
1989-09-27,17.46,12.21,9.53,,,,11.81,13.63,,7.83,10.51
1989-09-28,17.48,,9.55,,,,11.81,13.81,,7.87,10.51
1989-09-29,17.43,,9.64,,,,11.82,13.97,,7.91,10.51
1989-09-30,,,,6.57,12.61,13.57,,,4.79,,
1989-10-02,17.45,,9.64,,,,11.71,14,,7.89,10.51
1989-10-03,17.45,,9.78,,,,11.72,13.97,,7.78,10.51
1989-10-04,17.42,12.24,9.8,,,,11.72,14.03,,7.78,10.51
1989-10-05,17.43,,9.99,,,,11.77,14.03,,7.76,10.51
1989-10-06,17.43,,10,,,,11.73,14.31,,7.58,10.51
1989-10-09,17.48,,10.01,,,,11.75,14.44,,,10.51
1989-10-10,17.48,,10.03,,,,11.68,14.47,,7.63,10.51
1989-10-11,17.58,12.2,10.06,,,,11.7,14.5,,7.7,10.56
1989-10-12,17.63,,10.17,,,,11.74,14.53,,7.7,10.56
1989-10-13,17.58,,10.23,,,,11.87,14.69,,7.61,10.56
1989-10-16,17.38,,10.28,,,,11.8,14.22,,7.44,10.7
1989-10-17,17.5,,10.3,,,,11.95,14.31,,7.43,10.7
1989-10-18,17.61,12.2,10.22,,,,11.95,14.38,,7.5,10.7
1989-10-19,17.63,,10.22,,,,11.95,14.41,,7.57,10.7
1989-10-20,17.63,,10.19,,,,11.95,14.44,,7.55,10.7
1989-10-23,17.68,,10.27,,,,11.93,14.47,,7.57,10.7
1989-10-24,17.83,,10.22,,,,11.97,14.5,,7.5,10.7
1989-10-25,17.91,12.15,10.18,,,,11.93,14.47,,7.56,10.7
1989-10-26,17.88,,10.2,,,,11.95,14.45,,7.6,10.7
1989-10-27,17.78,,10.25,,,,11.84,14.84,,7.76,10.7
1989-10-30,17.78,,10.49,,,,11.9,14.69,,7.75,10.7
1989-10-31,17.85,,10.53,6.9,13.22,13.87,11.85,14.63,5.23,7.77,10.65
1989-11-01,17.83,12.21,10.53,,,,11.86,14.58,,7.78,10.65
1989-11-02,17.83,,10.53,,,,11.83,14.63,,7.73,10.65
1989-11-03,17.78,,10.53,,,,11.77,14.63,,7.84,10.65
1989-11-06,17.8,,10.57,,,,11.77,14.53,,7.87,10.65
1989-11-07,17.75,,10.64,,,,11.79,14.52,,7.75,10.65
1989-11-08,17.82,12.2,10.45,,,,11.81,14.5,,7.69,10.65
1989-11-09,17.78,,10.25,,,,11.8,14.53,,7.7,10.65
1989-11-10,17.73,,10.27,,,,11.81,14.53,,7.71,10.65
1989-11-13,17.75,,10.44,,,,11.77,14.42,,7.7,10.65
1989-11-14,17.83,,10.44,,,,11.77,14.53,,7.66,10.65
1989-11-15,17.78,12.24,10.41,,,,11.8,14.44,,7.64,10.65
1989-11-16,17.78,,10.45,,,,11.95,14.44,,7.66,11.6
1989-11-17,17.78,,10.52,,,,11.95,14.47,,7.68,11.6
1989-11-20,17.78,,10.52,,,,12,14.5,,7.68,11.6
1989-11-21,17.8,,10.56,,,,11.85,14.28,,7.63,11.6
1989-11-22,17.83,12.23,10.45,,,,12.02,14.5,,7.59,11.6
1989-11-23,17.83,,10.39,,,,12,14.44,,,11.6
1989-11-24,17.78,,10.39,,,,12,14.45,,7.51,11.6
1989-11-27,17.8,,10.75,,,,12.05,14.66,,7.66,11.7
1989-11-28,17.8,,10.75,,,,11.98,14.52,,7.71,11.7
1989-11-29,17.65,12.22,10.7,,,,11.96,14.59,,7.66,11.7
1989-11-30,17.65,,10.65,7.2,14,13.88,11.96,14.61,6.44,7.59,11.7
1989-12-01,17.63,,10.62,,,,12.28,14.63,,7.53,11.7
1989-12-04,17.63,,10.62,,,,12.4,14.61,,7.55,11.7
1989-12-05,17.7,,10.58,,,,12.5,14.59,,7.56,11.7
1989-12-06,17.56,12.21,10.48,,,,12.42,14.59,,7.64,11.7
1989-12-07,17.6,,10.45,,,,12.38,14.59,,7.69,11.7
1989-12-08,17.63,,10.47,,,,12.35,14.52,,7.61,11.7
1989-12-11,17.6,,10.43,,,,12.5,14.47,,7.64,11.7
1989-12-12,17.55,,10.4,,,,12.3,14.39,,7.66,11.7
1989-12-13,17.41,12.23,10.38,,,,12.3,14.47,,7.69,11.7
1989-12-14,17.45,,10.37,,,,12.19,14.47,,7.62,11.7
1989-12-15,17.45,,10.39,,,,12.25,14.47,,7.62,11.7
1989-12-18,17.4,,10.76,,,,12.35,14.47,,7.6,11.7
1989-12-19,17.38,,10.71,,,,12.31,14.47,,7.67,11.7
1989-12-20,17.22,12.23,10.71,,,,12.31,14.47,,7.57,11.7
1989-12-21,17.25,,10.6,,,,12.25,14.48,,7.56,11.7
1989-12-22,17.25,,10.62,,,,12.25,14.48,,7.59,11.7
1989-12-25,,,10.62,,,,,14.48,,,11.7
1989-12-26,,,10.82,,,,,14.48,,7.76,11.7
1989-12-27,17.03,12.23,10.77,,,,12.21,14.5,,7.73,11.7
1989-12-28,17,,10.9,,,,12.5,14.47,,7.68,11.7
1989-12-29,17.08,,10.92,,,,12.35,14.5,,7.55,11.7
1989-12-31,,,,7.25,13.5,14.14,,,5.99,,
1990-01-01,,,10.92,,,,,14.5,,,11.7
1990-01-02,17.1,12.19,11.5,,,,12.5,14.41,,7.58,11.7
1990-01-03,17.24,12.2,11.24,,,,12.5,14.5,,7.63,11.7
1990-01-04,17.23,12.17,11.25,,,,12.55,14.5,,7.59,11.7
1990-01-05,17.23,12.18,11.19,,,,12.6,14.5,,7.54,11.7
1990-01-08,17.28,12.18,11.2,,,,12.65,14.47,,7.54,11.7
1990-01-09,17.43,12.18,11.14,,,,12.67,14.47,,7.55,11.7
1990-01-10,17.33,12.17,11.12,,,,12.65,14.47,,7.5,11.65
1990-01-11,17.3,12.18,11.08,,,,12.65,14.5,,7.55,11.65
1990-01-12,17.23,12.12,11.05,,,,12.7,14.52,,7.5,11.65
1990-01-15,17.33,11.96,11.04,,,,12.7,14.58,,,11.65
1990-01-16,17.27,11.97,11.02,,,,12.71,14.58,,7.63,11.6
1990-01-17,17.28,11.96,10.46,,,,12.7,14.66,,7.71,11.6
1990-01-18,17.23,11.91,11.01,,,,12.78,14.67,,7.78,11.6
1990-01-19,17.28,11.93,10.98,,,,12.75,14.63,,7.74,11.55
1990-01-22,17.28,11.97,10.45,,,,12.75,14.56,,7.73,11.55
1990-01-23,16.9,12,10.5,,,,12.8,14.56,,7.67,11.55
1990-01-24,16.27,12.03,11.03,,,,12.8,14.56,,7.67,11.55
1990-01-25,16.18,12.05,10.99,,,,,14.56,,7.69,11.55
1990-01-26,16.27,12.19,10.41,,,,,14.47,,7.68,11.55
1990-01-29,16.18,12.33,10.98,,,,,14.47,,7.74,11.55
1990-01-30,16.1,12.32,10.78,,,,,14.45,,7.74,11.55
1990-01-31,16,12.29,10.9,7.25,12.98,13.76,,14.59,6.43,7.74,11.4
1990-02-01,16,12.37,10.84,,,,,14.48,,7.76,11.4
1990-02-02,16,12.38,10.85,,,,,14.48,,7.81,11.4
1990-02-05,15.98,12.35,10.85,,,,,14.48,,7.82,11.4
1990-02-06,15.93,12.35,10.84,,,,,14.47,,7.82,11.4
1990-02-07,15.66,12.4,10.95,,,,,14.52,,7.81,11.4
1990-02-08,15.66,12.64,11,,,,,14.52,,7.81,11.4
1990-02-09,15.6,12.61,11.01,,,,,14.5,,7.76,11.4
1990-02-12,15.83,12.62,10.99,,,,,14.48,,7.73,11.4
1990-02-13,15.78,12.59,10.98,,,,,14.5,,7.58,11.4
1990-02-14,15.77,12.75,10.96,,,,,14.48,,7.61,11.4
1990-02-15,15.75,13.03,10.96,,,,,14.48,,7.71,11.4
1990-02-16,15.75,13.02,10.95,,,,,14.48,,7.69,11.4
1990-02-19,15.8,13,10.94,,,,15.15,14.5,,,11.4
1990-02-20,15.85,13.01,10.91,,,,14.98,14.5,,7.8,11.4
1990-02-21,15.96,12.99,10.8,,,,14.95,14.5,,7.75,11.4
1990-02-22,15.95,13.02,10.74,,,,14.93,14.5,,7.73,11.4
1990-02-23,15.93,13.03,10.61,,,,14.9,14.5,,7.68,11.4
1990-02-26,15.95,13.05,10.54,,,,14.85,14.48,,7.71,11.4
1990-02-27,15.95,13.15,10.46,,,,14.85,14.56,,7.73,11.4
1990-02-28,15.98,13.15,10.52,8,12.74,13.88,14.85,14.5,6.77,7.77,11.4
1990-03-01,15.98,13.13,10.51,,,,15.05,14.48,,7.81,11.4
1990-03-02,16,13.1,10.55,,,,15.05,14.5,,7.76,11.4
1990-03-05,15.98,13.09,10.63,,,,14.55,14.66,,7.82,11.4
1990-03-06,15.98,13.09,10.63,,,,14.6,14.59,,7.9,11.5
1990-03-07,15.97,13.09,10.61,,,,14.71,14.59,,7.91,11.6
1990-03-08,15.97,13.04,10.57,,,,14.83,14.53,,7.91,11.6
1990-03-09,15.95,13.08,10.61,,,,14.85,14.56,,7.99,11.6
1990-03-12,15.97,13.08,10.68,,,,14.78,14.75,,7.99,11.6
1990-03-13,15.96,13.07,10.76,,,,14.84,14.69,,7.98,11.6
1990-03-14,15.79,13.04,10.75,,,,14.84,14.67,,7.95,11.6
1990-03-15,15.7,13.03,10.64,,,,14.7,14.64,,7.94,11.6
1990-03-16,15.6,13.01,10.62,,,,14.69,14.59,,7.92,11.6
1990-03-19,15.45,13.01,10.7,,,,14.68,14.63,,7.94,11.6
1990-03-20,15.45,13.03,10.73,,,,14.7,14.69,,7.97,11.6
1990-03-21,15.31,13.02,10.7,,,,14.69,14.72,,7.95,11.6
1990-03-22,15.3,13.14,10.69,,,,14.69,14.78,,7.9,11.6
1990-03-23,15.25,13.12,10.58,,,,14.67,14.7,,7.88,11.7
1990-03-26,15.1,13.12,10.58,,,,14.68,14.56,,7.86,11.7
1990-03-27,15.05,13.18,10.56,,,,14.68,14.53,,7.9,11.7
1990-03-28,15,13.2,10.54,,,,14.73,14.63,,7.85,11.7
1990-03-29,15,13.29,10.42,,,,14.5,14.61,,7.83,11.7
1990-03-30,15,13.31,10.36,,,,14.5,14.58,,7.8,11.7
1990-03-31,,,,8,13.28,13.63,,,7.16,,
1990-04-02,15,13.28,10.28,,,,14.55,14.61,,7.78,11.7
1990-04-03,14.95,13.28,10.2,,,,14.54,14.61,,7.82,11.7
1990-04-04,14.95,13.28,10.13,,,,14.53,14.61,,7.75,11.7
1990-04-05,14.8,13.33,10.07,,,,14.25,14.53,,7.76,11.7
1990-04-06,14.75,13.36,10.12,,,,13.75,14.55,,7.76,11.7
1990-04-09,14.65,13.34,10.17,,,,13.6,14.55,,7.82,11.7
1990-04-10,14.6,13.33,10.16,,,,13.6,14.58,,7.78,11.7
1990-04-11,14.55,13.37,10.17,,,,13.65,14.59,,7.76,11.7
1990-04-12,14.55,13.35,10.12,,,,13.6,14.59,,7.76,11.7
1990-04-13,,,10.12,,,,,14.59,,,11.7
